layer,sheet_name,field_name,field_description,row_granularity,data_type,nullable,primary_key,foreign_key,source_system,source_entityset,source_property,field_classification,validation_rule,example_value,incremental_rule,deletion_rule,ai_seller_direct,future_consumer,expected_rows_current_scope,confirmed_status,notes
COMMERCIAL,RAW_STOCK_BALANCES,quantity_available,Computed current source balance,one row per product + variant + warehouse at extraction cutoff,decimal,NO,NO,,AI_FACTORY_DERIVATION,AccumulationRegister_СвободныеОстатки_RecordType,SUM(RecordType sign × ВНаличии),DERIVED,Numeric; may be zero,,Replace complete cutoff partition; sum Receipt minus Expense through cutoff using a versioned rule,Zero balance is retained as a row; never delete a variant because balance is zero,NO,audit only,"up to 72,912 (9,114 variants × 8 warehouses), including explicit zero rows",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_BALANCES,cutoff_at_utc,Balance cutoff,one row per product + variant + warehouse at extraction cutoff,datetime,NO,NO,,AI_FACTORY_DERIVATION,AccumulationRegister_СвободныеОстатки_RecordType,TECHNICAL,TECHNICAL,ISO-8601 UTC,,Replace complete cutoff partition; sum Receipt minus Expense through cutoff using a versioned rule,Zero balance is retained as a row; never delete a variant because balance is zero,NO,audit only,"up to 72,912 (9,114 variants × 8 warehouses), including explicit zero rows",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_BALANCES,aggregation_rule,Versioned aggregation rule,one row per product + variant + warehouse at extraction cutoff,text,NO,NO,,AI_FACTORY_DERIVATION,AccumulationRegister_СвободныеОстатки_RecordType,DERIVED,DERIVED,Not blank,,Replace complete cutoff partition; sum Receipt minus Expense through cutoff using a versioned rule,Zero balance is retained as a row; never delete a variant because balance is zero,NO,audit only,"up to 72,912 (9,114 variants × 8 warehouses), including explicit zero rows",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_BALANCES,source_record_count,Movement rows used,one row per product + variant + warehouse at extraction cutoff,integer,NO,NO,,AI_FACTORY_DERIVATION,AccumulationRegister_СвободныеОстатки_RecordType,COUNT(source rows),DERIVED,>=0,,Replace complete cutoff partition; sum Receipt minus Expense through cutoff using a versioned rule,Zero balance is retained as a row; never delete a variant because balance is zero,NO,audit only,"up to 72,912 (9,114 variants × 8 warehouses), including explicit zero rows",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_BALANCES,is_explicit_zero,Whether zero row was materialized to retain scope,one row per product + variant + warehouse at extraction cutoff,boolean,NO,NO,,AI_FACTORY_DERIVATION,AccumulationRegister_СвободныеОстатки_RecordType,DERIVED,DERIVED,TRUE|FALSE,,Replace complete cutoff partition; sum Receipt minus Expense through cutoff using a versioned rule,Zero balance is retained as a row; never delete a variant because balance is zero,NO,audit only,"up to 72,912 (9,114 variants × 8 warehouses), including explicit zero rows",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_BALANCES,source_system_id,Идентификатор системы-источника,one row per product + variant + warehouse at extraction cutoff,text,NO,NO,RAW_SOURCE_SYSTEMS.source_system_id,AI_FACTORY_DERIVATION,AccumulationRegister_СвободныеОстатки_RecordType,TECHNICAL,TECHNICAL,Not blank,1C_STANDARD_ODATA,Replace complete cutoff partition; sum Receipt minus Expense through cutoff using a versioned rule,Zero balance is retained as a row; never delete a variant because balance is zero,NO,audit only,"up to 72,912 (9,114 variants × 8 warehouses), including explicit zero rows",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_BALANCES,source_entityset,Точный опубликованный EntitySet,one row per product + variant + warehouse at extraction cutoff,text,NO,NO,,AI_FACTORY_DERIVATION,AccumulationRegister_СвободныеОстатки_RecordType,TECHNICAL,TECHNICAL,Not blank,Catalog_Номенклатура,Replace complete cutoff partition; sum Receipt minus Expense through cutoff using a versioned rule,Zero balance is retained as a row; never delete a variant because balance is zero,NO,audit only,"up to 72,912 (9,114 variants × 8 warehouses), including explicit zero rows",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_BALANCES,source_record_id,Стабильный ключ исходной записи или канонический составной ключ,one row per product + variant + warehouse at extraction cutoff,text,NO,NO,,AI_FACTORY_DERIVATION,AccumulationRegister_СвободныеОстатки_RecordType,TECHNICAL,TECHNICAL,Not blank,guid-or-composite-key,Replace complete cutoff partition; sum Receipt minus Expense through cutoff using a versioned rule,Zero balance is retained as a row; never delete a variant because balance is zero,NO,audit only,"up to 72,912 (9,114 variants × 8 warehouses), including explicit zero rows",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_BALANCES,extraction_run_id,"Запуск, в котором получена запись",one row per product + variant + warehouse at extraction cutoff,text,NO,NO,RAW_EXTRACTION_RUNS.run_id,AI_FACTORY_DERIVATION,AccumulationRegister_СвободныеОстатки_RecordType,TECHNICAL,TECHNICAL,Not blank,run_20260717T120000Z,Replace complete cutoff partition; sum Receipt minus Expense through cutoff using a versioned rule,Zero balance is retained as a row; never delete a variant because balance is zero,NO,audit only,"up to 72,912 (9,114 variants × 8 warehouses), including explicit zero rows",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_TOTALS,stock_total_id,Technical key,one row per product + variant at extraction cutoff,text,NO,YES,,AI_FACTORY_DERIVATION,DERIVED_FROM_RAW_STOCK_BALANCES,TECHNICAL,TECHNICAL,,,Replace complete cutoff partition after RAW_STOCK_BALANCES validation,Always retain zero total,NO,audit only,"9,114",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_TOTALS,product_id,Product GUID,one row per product + variant at extraction cutoff,uuid,NO,NO,RAW_PRODUCTS.product_id,AI_FACTORY_DERIVATION,DERIVED_FROM_RAW_STOCK_BALANCES,COPY,DERIVED,UUID text; lowercase canonical 8-4-4-4-12,,Replace complete cutoff partition after RAW_STOCK_BALANCES validation,Always retain zero total,NO,audit only,"9,114",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_TOTALS,variant_id,Variant GUID,one row per product + variant at extraction cutoff,uuid,NO,NO,RAW_VARIANTS.variant_id,AI_FACTORY_DERIVATION,DERIVED_FROM_RAW_STOCK_BALANCES,COPY,DERIVED,UUID text; lowercase canonical 8-4-4-4-12,,Replace complete cutoff partition after RAW_STOCK_BALANCES validation,Always retain zero total,NO,audit only,"9,114",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_TOTALS,stock_total,Sum across scoped warehouses,one row per product + variant at extraction cutoff,decimal,NO,NO,,AI_FACTORY_DERIVATION,DERIVED_FROM_RAW_STOCK_BALANCES,SUM(RAW_STOCK_BALANCES.quantity_available),DERIVED,Must equal warehouse sum,0,Replace complete cutoff partition after RAW_STOCK_BALANCES validation,Always retain zero total,NO,IDEAL,"9,114",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_TOTALS,warehouse_count,Number of warehouse rows used,one row per product + variant at extraction cutoff,integer,NO,NO,,AI_FACTORY_DERIVATION,DERIVED_FROM_RAW_STOCK_BALANCES,COUNT,DERIVED,>=1,,Replace complete cutoff partition after RAW_STOCK_BALANCES validation,Always retain zero total,NO,audit only,"9,114",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_TOTALS,cutoff_at_utc,Snapshot cutoff,one row per product + variant at extraction cutoff,datetime,NO,NO,,AI_FACTORY_DERIVATION,DERIVED_FROM_RAW_STOCK_BALANCES,COPY,TECHNICAL,,,Replace complete cutoff partition after RAW_STOCK_BALANCES validation,Always retain zero total,NO,audit only,"9,114",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_TOTALS,source_system_id,Идентификатор системы-источника,one row per product + variant at extraction cutoff,text,NO,NO,RAW_SOURCE_SYSTEMS.source_system_id,AI_FACTORY_DERIVATION,DERIVED_FROM_RAW_STOCK_BALANCES,TECHNICAL,TECHNICAL,Not blank,1C_STANDARD_ODATA,Replace complete cutoff partition after RAW_STOCK_BALANCES validation,Always retain zero total,NO,audit only,"9,114",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_TOTALS,source_entityset,Точный опубликованный EntitySet,one row per product + variant at extraction cutoff,text,NO,NO,,AI_FACTORY_DERIVATION,DERIVED_FROM_RAW_STOCK_BALANCES,TECHNICAL,TECHNICAL,Not blank,Catalog_Номенклатура,Replace complete cutoff partition after RAW_STOCK_BALANCES validation,Always retain zero total,NO,audit only,"9,114",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_TOTALS,source_record_id,Стабильный ключ исходной записи или канонический составной ключ,one row per product + variant at extraction cutoff,text,NO,NO,,AI_FACTORY_DERIVATION,DERIVED_FROM_RAW_STOCK_BALANCES,TECHNICAL,TECHNICAL,Not blank,guid-or-composite-key,Replace complete cutoff partition after RAW_STOCK_BALANCES validation,Always retain zero total,NO,audit only,"9,114",CONFIRMED_SOURCE,
COMMERCIAL,RAW_STOCK_TOTALS,extraction_run_id,"Запуск, в котором получена запись",one row per product + variant at extraction cutoff,text,NO,NO,RAW_EXTRACTION_RUNS.run_id,AI_FACTORY_DERIVATION,DERIVED_FROM_RAW_STOCK_BALANCES,TECHNICAL,TECHNICAL,Not blank,run_20260717T120000Z,Replace complete cutoff partition after RAW_STOCK_BALANCES validation,Always retain zero total,NO,audit only,"9,114",CONFIRMED_SOURCE,
COMMERCIAL,RAW_BARCODES,barcode_id,Technical composite key,one row per published barcode relation,text,NO,YES,,1C_STANDARD_ODATA,InformationRegister_ШтрихкодыНоменклатуры,"DERIVE(barcode, product, variant, package)",TECHNICAL,,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"14,295",CONFIRMED_SOURCE,
COMMERCIAL,RAW_BARCODES,barcode_raw,Original barcode text,one row per published barcode relation,text,NO,NO,,1C_STANDARD_ODATA,InformationRegister_ШтрихкодыНоменклатуры,Штрихкод,ORIGINAL,Text only; preserve leading zeros,0482…,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,"14,295",CONFIRMED_SOURCE,
COMMERCIAL,RAW_BARCODES,product_id,Product GUID,one row per published barcode relation,uuid,NO,NO,RAW_PRODUCTS.product_id,1C_STANDARD_ODATA,InformationRegister_ШтрихкодыНоменклатуры,Номенклатура_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"14,295",CONFIRMED_SOURCE,
COMMERCIAL,RAW_BARCODES,variant_id,Variant GUID,one row per published barcode relation,uuid,YES,NO,RAW_VARIANTS.variant_id,1C_STANDARD_ODATA,InformationRegister_ШтрихкодыНоменклатуры,Характеристика_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"14,295",CONFIRMED_SOURCE,
COMMERCIAL,RAW_BARCODES,package_id,Package reference,one row per published barcode relation,uuid,YES,NO,RAW_PACKAGE_ITEMS.package_item_id,1C_STANDARD_ODATA,InformationRegister_ШтрихкодыНоменклатуры,Упаковка_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"14,295",CONFIRMED_SOURCE,
COMMERCIAL,RAW_BARCODES,source_system_id,Идентификатор системы-источника,one row per published barcode relation,text,NO,NO,RAW_SOURCE_SYSTEMS.source_system_id,1C_STANDARD_ODATA,InformationRegister_ШтрихкодыНоменклатуры,TECHNICAL,TECHNICAL,Not blank,1C_STANDARD_ODATA,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"14,295",CONFIRMED_SOURCE,
COMMERCIAL,RAW_BARCODES,source_entityset,Точный опубликованный EntitySet,one row per published barcode relation,text,NO,NO,,1C_STANDARD_ODATA,InformationRegister_ШтрихкодыНоменклатуры,TECHNICAL,TECHNICAL,Not blank,Catalog_Номенклатура,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"14,295",CONFIRMED_SOURCE,
COMMERCIAL,RAW_BARCODES,source_record_id,Стабильный ключ исходной записи или канонический составной ключ,one row per published barcode relation,text,NO,NO,,1C_STANDARD_ODATA,InformationRegister_ШтрихкодыНоменклатуры,TECHNICAL,TECHNICAL,Not blank,guid-or-composite-key,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"14,295",CONFIRMED_SOURCE,
COMMERCIAL,RAW_BARCODES,extraction_run_id,"Запуск, в котором получена запись",one row per published barcode relation,text,NO,NO,RAW_EXTRACTION_RUNS.run_id,1C_STANDARD_ODATA,InformationRegister_ШтрихкодыНоменклатуры,TECHNICAL,TECHNICAL,Not blank,run_20260717T120000Z,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"14,295",CONFIRMED_SOURCE,
COMMERCIAL,RAW_SUPPLIER_ITEMS,supplier_item_id,Source GUID,one row per supplier nomenclature record,uuid,NO,YES,,1C_STANDARD_ODATA,Catalog_НоменклатураПоставщиков,Ref_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,333,CONFIRMED_SOURCE,
COMMERCIAL,RAW_SUPPLIER_ITEMS,supplier_owner_id,Supplier/owner reference,one row per supplier nomenclature record,uuid,YES,NO,,1C_STANDARD_ODATA,Catalog_НоменклатураПоставщиков,Owner_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,333,CONFIRMED_SOURCE,
COMMERCIAL,RAW_SUPPLIER_ITEMS,product_id,Product GUID,one row per supplier nomenclature record,uuid,NO,NO,RAW_PRODUCTS.product_id,1C_STANDARD_ODATA,Catalog_НоменклатураПоставщиков,Номенклатура_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,333,CONFIRMED_SOURCE,
COMMERCIAL,RAW_SUPPLIER_ITEMS,variant_id,Variant GUID,one row per supplier nomenclature record,uuid,YES,NO,RAW_VARIANTS.variant_id,1C_STANDARD_ODATA,Catalog_НоменклатураПоставщиков,Характеристика_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,333,CONFIRMED_SOURCE,
COMMERCIAL,RAW_SUPPLIER_ITEMS,package_id,Package reference,one row per supplier nomenclature record,uuid,YES,NO,RAW_PACKAGE_ITEMS.package_item_id,1C_STANDARD_ODATA,Catalog_НоменклатураПоставщиков,Упаковка_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,333,CONFIRMED_SOURCE,
COMMERCIAL,RAW_SUPPLIER_ITEMS,name_raw,Original supplier item name,one row per supplier nomenclature record,text,YES,NO,,1C_STANDARD_ODATA,Catalog_НоменклатураПоставщиков,Description,ORIGINAL,,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,333,CONFIRMED_SOURCE,
COMMERCIAL,RAW_SUPPLIER_ITEMS,code_raw,Original code,one row per supplier nomenclature record,text,YES,NO,,1C_STANDARD_ODATA,Catalog_НоменклатураПоставщиков,Code,ORIGINAL,Text only,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,333,CONFIRMED_SOURCE,
COMMERCIAL,RAW_SUPPLIER_ITEMS,article_raw,Original supplier article,one row per supplier nomenclature record,text,YES,NO,,1C_STANDARD_ODATA,Catalog_НоменклатураПоставщиков,Артикул,ORIGINAL,No normalization,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,333,CONFIRMED_SOURCE,
COMMERCIAL,RAW_SUPPLIER_ITEMS,identifier_raw,Original supplier identifier,one row per supplier nomenclature record,text,YES,NO,,1C_STANDARD_ODATA,Catalog_НоменклатураПоставщиков,Идентификатор,ORIGINAL,,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,333,CONFIRMED_SOURCE,
COMMERCIAL,RAW_SUPPLIER_ITEMS,deletion_mark,Deletion mark,one row per supplier nomenclature record,boolean,NO,NO,,1C_STANDARD_ODATA,Catalog_НоменклатураПоставщиков,DeletionMark,ORIGINAL,,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,333,CONFIRMED_SOURCE,
COMMERCIAL,RAW_SUPPLIER_ITEMS,source_system_id,Идентификатор системы-источника,one row per supplier nomenclature record,text,NO,NO,RAW_SOURCE_SYSTEMS.source_system_id,1C_STANDARD_ODATA,Catalog_НоменклатураПоставщиков,TECHNICAL,TECHNICAL,Not blank,1C_STANDARD_ODATA,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,333,CONFIRMED_SOURCE,
COMMERCIAL,RAW_SUPPLIER_ITEMS,source_entityset,Точный опубликованный EntitySet,one row per supplier nomenclature record,text,NO,NO,,1C_STANDARD_ODATA,Catalog_НоменклатураПоставщиков,TECHNICAL,TECHNICAL,Not blank,Catalog_Номенклатура,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,333,CONFIRMED_SOURCE,
COMMERCIAL,RAW_SUPPLIER_ITEMS,source_record_id,Стабильный ключ исходной записи или канонический составной ключ,one row per supplier nomenclature record,text,NO,NO,,1C_STANDARD_ODATA,Catalog_НоменклатураПоставщиков,TECHNICAL,TECHNICAL,Not blank,guid-or-composite-key,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,333,CONFIRMED_SOURCE,
COMMERCIAL,RAW_SUPPLIER_ITEMS,extraction_run_id,"Запуск, в котором получена запись",one row per supplier nomenclature record,text,NO,NO,RAW_EXTRACTION_RUNS.run_id,1C_STANDARD_ODATA,Catalog_НоменклатураПоставщиков,TECHNICAL,TECHNICAL,Not blank,run_20260717T120000Z,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,333,CONFIRMED_SOURCE,
MEDIA,RAW_VARIANT_IMAGE_LINKS,variant_image_link_id,Source link GUID,one row per product-characteristic image-link record,uuid,NO,YES,,1C_STANDARD_ODATA,Catalog_iq_ИзображенияХарактеристик,Ref_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"6,173",CONFIRMED_SOURCE,
MEDIA,RAW_VARIANT_IMAGE_LINKS,product_id,Product GUID,one row per product-characteristic image-link record,uuid,NO,NO,RAW_PRODUCTS.product_id,1C_STANDARD_ODATA,Catalog_iq_ИзображенияХарактеристик,Номенклатура_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"6,173",CONFIRMED_SOURCE,
MEDIA,RAW_VARIANT_IMAGE_LINKS,variant_id,Variant GUID,one row per product-characteristic image-link record,uuid,NO,NO,RAW_VARIANTS.variant_id,1C_STANDARD_ODATA,Catalog_iq_ИзображенияХарактеристик,Характеристика_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"6,173",CONFIRMED_SOURCE,
MEDIA,RAW_VARIANT_IMAGE_LINKS,description_raw,Original link description,one row per product-characteristic image-link record,text,YES,NO,,1C_STANDARD_ODATA,Catalog_iq_ИзображенияХарактеристик,Description,ORIGINAL,,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"6,173",CONFIRMED_SOURCE,
MEDIA,RAW_VARIANT_IMAGE_LINKS,code_raw,Original link code,one row per product-characteristic image-link record,text,YES,NO,,1C_STANDARD_ODATA,Catalog_iq_ИзображенияХарактеристик,Code,ORIGINAL,Text only,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"6,173",CONFIRMED_SOURCE,
MEDIA,RAW_VARIANT_IMAGE_LINKS,color_scheme_id,Color scheme GUID,one row per product-characteristic image-link record,uuid,YES,NO,RAW_COLOR_SCHEMES.color_scheme_id,1C_STANDARD_ODATA,Catalog_iq_ИзображенияХарактеристик,ЦветоваяСхема_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"6,173",CONFIRMED_SOURCE,
MEDIA,RAW_VARIANT_IMAGE_LINKS,variant_file_id,Attached image-file GUID,one row per product-characteristic image-link record,uuid,YES,NO,RAW_VARIANT_FILES.file_id,1C_STANDARD_ODATA,Catalog_iq_ИзображенияХарактеристик,image_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"6,173",CONFIRMED_SOURCE,
MEDIA,RAW_VARIANT_IMAGE_LINKS,verified_raw,Source verification flag,one row per product-characteristic image-link record,boolean,YES,NO,,1C_STANDARD_ODATA,Catalog_iq_ИзображенияХарактеристик,Проверено,ORIGINAL,,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"6,173",CONFIRMED_SOURCE,
MEDIA,RAW_VARIANT_IMAGE_LINKS,comment_raw,Source photo comment,one row per product-characteristic image-link record,text,YES,NO,,1C_STANDARD_ODATA,Catalog_iq_ИзображенияХарактеристик,Комментарий,ORIGINAL,No interpretation,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"6,173",CONFIRMED_SOURCE,
MEDIA,RAW_VARIANT_IMAGE_LINKS,deletion_mark,Deletion mark,one row per product-characteristic image-link record,boolean,NO,NO,,1C_STANDARD_ODATA,Catalog_iq_ИзображенияХарактеристик,DeletionMark,ORIGINAL,,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"6,173",CONFIRMED_SOURCE,
MEDIA,RAW_VARIANT_IMAGE_LINKS,source_system_id,Идентификатор системы-источника,one row per product-characteristic image-link record,text,NO,NO,RAW_SOURCE_SYSTEMS.source_system_id,1C_STANDARD_ODATA,Catalog_iq_ИзображенияХарактеристик,TECHNICAL,TECHNICAL,Not blank,1C_STANDARD_ODATA,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"6,173",CONFIRMED_SOURCE,
MEDIA,RAW_VARIANT_IMAGE_LINKS,source_entityset,Точный опубликованный EntitySet,one row per product-characteristic image-link record,text,NO,NO,,1C_STANDARD_ODATA,Catalog_iq_ИзображенияХарактеристик,TECHNICAL,TECHNICAL,Not blank,Catalog_Номенклатура,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"6,173",CONFIRMED_SOURCE,
MEDIA,RAW_VARIANT_IMAGE_LINKS,source_record_id,Стабильный ключ исходной записи или канонический составной ключ,one row per product-characteristic image-link record,text,NO,NO,,1C_STANDARD_ODATA,Catalog_iq_ИзображенияХарактеристик,TECHNICAL,TECHNICAL,Not blank,guid-or-composite-key,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"6,173",CONFIRMED_SOURCE,
MEDIA,RAW_VARIANT_IMAGE_LINKS,extraction_run_id,"Запуск, в котором получена запись",one row per product-characteristic image-link record,text,NO,NO,RAW_EXTRACTION_RUNS.run_id,1C_STANDARD_ODATA,Catalog_iq_ИзображенияХарактеристик,TECHNICAL,TECHNICAL,Not blank,run_20260717T120000Z,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,"6,173",CONFIRMED_SOURCE,
MEDIA,RAW_COLOR_SCHEMES,color_scheme_id,Color scheme GUID,one row per referenced 1C color scheme,uuid,NO,YES,,1C_STANDARD_ODATA,Catalog_iq_ЦветоваяСхема,Ref_Key,ORIGINAL,UUID text; lowercase canonical 8-4-4-4-12,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,886,CONFIRMED_SOURCE,
MEDIA,RAW_COLOR_SCHEMES,name_raw,Official source color-scheme name,one row per referenced 1C color scheme,text,NO,NO,,1C_STANDARD_ODATA,Catalog_iq_ЦветоваяСхема,Description,ORIGINAL,Must not be replaced by AI name,Белый,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,886,CONFIRMED_SOURCE,
MEDIA,RAW_COLOR_SCHEMES,code_raw,Original scheme code,one row per referenced 1C color scheme,text,YES,NO,,1C_STANDARD_ODATA,Catalog_iq_ЦветоваяСхема,Code,ORIGINAL,Text only,,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,audit only,886,CONFIRMED_SOURCE,
MEDIA,RAW_COLOR_SCHEMES,hex_raw,Original HEX value,one row per referenced 1C color scheme,text,YES,NO,,1C_STANDARD_ODATA,Catalog_iq_ЦветоваяСхема,Hex,ORIGINAL,^#?[0-9A-Fa-f]{6}$ when populated,FFFFFF,UPSERT by primary key inside the run scope; never overwrite CURRENT RAW,"Preserve source deletion/status flag; use logical tombstone, never hard-delete historical run evidence",NO,IDEAL,886,CONFIRMED_SOURCE,
